community,tf_idf_term1,tf_idf_term2,tf_idf_term3,discipline,n_discipline,share_discipline,author_most_used,title_most_used_ref,bib_most_used_ref,title_most_cited_UBI,bib_most_cited_UBI,title_most_cited_global,bib_most_cited_global,id_most_used_ref,n_most_used_ref,share_most_used_ref,id_most_cited_UBI,n_most_cited_UBI,share_most_cited_UBI,id_most_cited_global,n_most_cited_global,share_most_cited_global
1,welfare,welfare state,real freedom capitalism,Economics,1022,0.8329258353708231,Philippe Van Parijs,Basic Income,Philippe Van Parijs et Yannick Vanderborght (2017),Basic Income,Philippe Van Parijs et Yannick Vanderborght (2017),What Is the Point of Equality?,Elizabeth Anderson (1999),https://openalex.org/W4249308963,119,0.021437578814627996,https://openalex.org/W4249308963,171,0.030228036061516705,https://openalex.org/W2061596374,2372,0.05647753517940903
1,social,social policy,european welfare state,Political science,932,0.7595762021189894,Jürgen De Wispelaere,Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),On the Currency of Egalitarian Justice,G. A. Cohen (1989),https://openalex.org/W2325247757,115,0.020716987930102685,https://openalex.org/W2325247757,147,0.02598550468446173,https://openalex.org/W1970380565,2232,0.053144122479106645
1,state,real freedom,welfare state perspective,Sociology,595,0.4849225753871231,Yannick Vanderborght,Basic Income: A Simple and Powerful Idea for the Twenty-First Century,Philippe Van Parijs (2004),Basic Income: A Simple and Powerful Idea for the Twenty-First Century,Philippe Van Parijs (2004),Trust and Antitrust,Annette C. Baier (1986),https://openalex.org/W2006784025,92,0.016573590344082147,https://openalex.org/W2006784025,131,0.023157150433091744,https://openalex.org/W2058583438,1908,0.04542965308697826
1,work,technological unemployment,welfare revolution america,Computer science,348,0.28361858190709044,Karl Widerquist,The Case for a Participation Income,Anthony B. Atkinson (1996),The Case for a Participation Income,Anthony B. Atkinson (1996),From Servitude to Service Work: Historical Continuities in the Racial Division of Paid Reproductive Labor,Evelyn Nakano Glenn (1992),https://openalex.org/W1980797821,73,0.013150783642586922,https://openalex.org/W1980797821,94,0.016616581226798658,https://openalex.org/W2011978323,1039,0.02473868425438701
1,policy,distributive justice,revolution america guaranteed,Philosophy,280,0.22819885900570497,Guy Standing,Arguing for Basic Income: Ethical Foundations for a Radical Reform,Philippe Van Parijs (1992),Arguing for Basic Income: Ethical Foundations for a Radical Reform,Philippe Van Parijs (1992),"AI4People—An Ethical Framework for a Good AI Society: Opportunities, Risks, Principles, and Recommendations",Luciano Floridi et al. (2018),https://openalex.org/W2168139370,69,0.012430192758061611,https://openalex.org/W2168139370,91,0.016086264804666784,https://openalex.org/W2902634493,1014,0.02414343198647587
1,freedom,van parijs,conditional cash transfer,Mathematics,220,0.17929910350448247,Lindsay Stirton,Basic Income,Guy Standing (2017),Basic Income,Guy Standing (2017),A Genealogy of Dependency: Tracing a Keyword of the U.S. Welfare State,Nancy Fraser et Linda Gordon (1994),https://openalex.org/W4254298749,59,0.010628715546748334,https://openalex.org/W4254298749,73,0.012904366271875552,https://openalex.org/W2036887564,954,0.02271482654348913
1,justice,political economy,proposal free society,Engineering,217,0.17685411572942136,Stuart White,Democratizing Citizenship: Some Advantages of a Basic Income,Carole Pateman (2004),Democratizing Citizenship: Some Advantages of a Basic Income,Carole Pateman (2004),"Foreign Aid, Institutions, and Governance in Sub‐Saharan Africa",Deborah Bräutigam et Stephen Knack (2004),https://openalex.org/W2150200080,57,0.010268420104485679,https://openalex.org/W2150200080,63,0.011136644864769313,https://openalex.org/W2016994812,816,0.019429034024619634
1,case,social assistance,radical proposal free,Business,176,0.14343928280358598,Simon Birnbaum,The Many Faces of Universal Basic Income,Jürgen De Wispelaere et Lindsay Stirton (2004),The Many Faces of Universal Basic Income,Jürgen De Wispelaere et Lindsay Stirton (2004),The Uses of Neoliberalism,James Ferguson (2010),https://openalex.org/W2016276511,54,0.009727976941091695,https://openalex.org/W2016276511,60,0.01060632844263744,https://openalex.org/W2027265724,650,0.01547655896568966
1,support,social security,free society economy,Psychology,159,0.1295843520782396,Anthony B. Atkinson,Basic income. An anthology of contemporary research.,Yannick Vanderborght (2013),Basic income. An anthology of contemporary research.,Yannick Vanderborght (2013),The Postcolonial Aura: Third World Criticism in the Age of Global Capitalism,Arif Dirlik (1994),https://openalex.org/W1562268590,45,0.008106647450909747,https://openalex.org/W1562268590,57,0.010076012020505568,https://openalex.org/W4289254140,620,0.01476225624419629
1,right,south africa,justice van parijs,Biology,104,0.08475957620211899,Carole Pateman,"Independence, Propertylessness, and Basic Income",Karl Widerquist (2013),"Independence, Propertylessness, and Basic Income",Karl Widerquist (2013),Centering labor in the land grab debate,Tania Murray Li (2011),https://openalex.org/W2484862404,44,0.007926499729778418,https://openalex.org/W2484862404,55,0.00972246773908432,https://openalex.org/W1965753079,609,0.014500345246315388
