,id_most_used_ref,n_most_used_ref,share_most_used_ref,author_most_used,id_most_cited_UBI,n_most_cited_UBI,share_most_cited_UBI,id_most_cited_global,n_most_cited_global,share_most_cited_global,community,title_most_used_ref,bib_most_used_ref,title_most_cited_global,bib_most_cited_global,title_most_cited_UBI,bib_most_cited_UBI
0,https://openalex.org/W1676072121,1.0,0.1,Philippe Van Parijs,https://openalex.org/W2017475875,46,0.5542168674698795,https://openalex.org/W1944723931,182,0.38396624472573837,1,Real freedom for all,Philippe Van Parijs (1995),International Liberalism and Distributive Justice: A Survey of Recent Thought,Charles R. Beitz (1999),"Liberal Equality, Exploitation, and the Case for an Unconditional Basic Income",Stuart White (1997)
1,https://openalex.org/W2017475875,1.0,0.1,Stuart White,https://openalex.org/W2151565603,9,0.10843373493975904,https://openalex.org/W2017475875,98,0.20675105485232068,1,"Liberal Equality, Exploitation, and the Case for an Unconditional Basic Income",Stuart White (1997),"Liberal Equality, Exploitation, and the Case for an Unconditional Basic Income",Stuart White (1997),Can Democracy Promote the General Welfare?,James M. Buchanan (1997)
2,https://openalex.org/W2156680406,1.0,0.1,Andrew Levine,https://openalex.org/W1970863805,7,0.08433734939759036,https://openalex.org/W2029741362,59,0.12447257383966245,1,Fairness to Idleness is There A Right Not to Work?,Andrew Levine (1995),How can constitutions be designed so that politicians who seek to serve “public interest” can survive and prosper?,James M. Buchanan (1993),Why something like socialism is necessary for the transition to something like communism,Erik Olín Wright (1986)
3,https://openalex.org/W2063295979,1.0,0.1,Robert E. Goodin,https://openalex.org/W2163944971,7,0.08433734939759036,https://openalex.org/W2156680406,34,0.07172995780590717,1,What is So Special about Our Fellow Countrymen?,Robert E. Goodin (1988),Fairness to Idleness is There A Right Not to Work?,Andrew Levine (1995),Reciprocity and the Guaranteed Income,Karl Widerquist (1999)
4,https://openalex.org/W623731598,1.0,0.1,Samuel Brittan,https://openalex.org/W2156680406,5,0.060240963855421686,https://openalex.org/W2004726442,30,0.06329113924050633,1,Beyond the Welfare State: An Examination of Basic Incomes in a Market Economy,Samuel Brittan et Steven Webb (1990),Policy Experiments and Poverty Politics,Evelyn Z. Brodkin et Alexander Kaufman (2000),Fairness to Idleness is There A Right Not to Work?,Andrew Levine (1995)
5,https://openalex.org/W1921013935,1.0,0.1,Steven Webb,https://openalex.org/W2004726442,3,0.03614457831325301,https://openalex.org/W2163944971,20,0.04219409282700422,1,Why Surfers Should Be Fed: The Liberal Case for an Unconditional Basic Income,Philippe Van Parijs (2017),Reciprocity and the Guaranteed Income,Karl Widerquist (1999),Policy Experiments and Poverty Politics,Evelyn Z. Brodkin et Alexander Kaufman (2000)
6,https://openalex.org/W2164320609,1.0,0.1,Tony Walter,https://openalex.org/W2029741362,2,0.024096385542168676,https://openalex.org/W1970863805,17,0.035864978902953586,1,Basic Income Capitalism,Philippe Van Parijs (1992),Why something like socialism is necessary for the transition to something like communism,Erik Olín Wright (1986),How can constitutions be designed so that politicians who seek to serve “public interest” can survive and prosper?,James M. Buchanan (1993)
7,https://openalex.org/W3142606906,1.0,0.1,Oskar Lange,https://openalex.org/W2131444730,1,0.012048192771084338,https://openalex.org/W2131444730,17,0.035864978902953586,1,"Basic Income: Freedom from Poverty, Freedom to Work",Tony Walter (1989),Justification of workfare: the Norwegian case,Nanna Kildal (1999),Justification of workfare: the Norwegian case,Nanna Kildal (1999)
8,https://openalex.org/W4251950452,1.0,0.1,Karl Widerquist,https://openalex.org/W2330880302,1,0.012048192771084338,https://openalex.org/W2151565603,16,0.03375527426160337,1,On the Economic Theory of Socialism: Part One,Oskar Lange (1936),Can Democracy Promote the General Welfare?,James M. Buchanan (1997),"Van Parijs, Rawls, and Unconditional Basic Income",Eugene V. Torisky (1993)
9,https://openalex.org/W2163944971,1.0,0.1,,https://openalex.org/W760732306,1,0.012048192771084338,https://openalex.org/W2330880302,1,0.002109704641350211,1,Reciprocity and the Guaranteed Income,Karl Widerquist (1999),"Van Parijs, Rawls, and Unconditional Basic Income",Eugene V. Torisky (1993),"Guaranteed Income, or, The Separation of Labor from Income",Michael Hardt (2000)
10,,,,,https://openalex.org/W1944723931,1,0.012048192771084338,https://openalex.org/W760732306,0,0.0,1,,,"Guaranteed Income, or, The Separation of Labor from Income",Michael Hardt (2000),International Liberalism and Distributive Justice: A Survey of Recent Thought,Charles R. Beitz (1999)
11,https://openalex.org/W2796971543,2.0,0.08333333333333333,Gary Burtless,https://openalex.org/W1966981305,11,0.18032786885245902,https://openalex.org/W1966981305,833,0.33779399837794,2,The Politics of a Guaranteed Income,Henry J. Aaron et Daniel Patrick Moynihan (1973),Assessing the Case for Social Experiments,James J. Heckman et Jeffrey A. Smith (1995),Assessing the Case for Social Experiments,James J. Heckman et Jeffrey A. Smith (1995)
12,https://openalex.org/W1502701254,1.0,0.041666666666666664,Richard W. West,https://openalex.org/W2107936065,7,0.11475409836065574,https://openalex.org/W1964506806,637,0.25831305758313056,2,The Effects of a Negative Income Tax on School Performance: Results of an Experiment,Rebecca Maynard et Richard J. Murnane (1979),An Empirical Model of Labor Supply in a Life-Cycle Setting,Thomas MaCurdy (1981),Negative Income Tax,Neil J. Salkind et Ron Haskins (1982)
13,https://openalex.org/W1507362920,1.0,0.041666666666666664,Philip K. Robins,https://openalex.org/W1975411855,6,0.09836065573770492,https://openalex.org/W1975411855,274,0.1111111111111111,2,The Effect of Income Maintenance on the School-Enrollment and Labor-Supply Decisions of Teenagers,John F. McDonald et Stanley P. Stephenson (1979),The Case for Randomized Field Trials in Economic and Policy Research,Gary Burtless (1995),The Case for Randomized Field Trials in Economic and Policy Research,Gary Burtless (1995)
14,https://openalex.org/W1518025281,1.0,0.041666666666666664,Jerry A. Hausman,https://openalex.org/W2044970782,5,0.08196721311475409,https://openalex.org/W3124743765,128,0.05190592051905921,2,The Negative Income Tax and the Quality of Dietary Intake,O'Connor Jf et Madden Jp (1979),Do Social-Welfare Policies Reduce Poverty? A Cross-National Assessment,Lane Kenworthy (1999),The Social Experiment Market,David H. Greenberg et al. (1999)
15,https://openalex.org/W1581221395,1.0,0.041666666666666664,Henry J. Aaron,https://openalex.org/W2151806647,4,0.06557377049180328,https://openalex.org/W1969287087,119,0.048256285482562854,2,Impact of Income Maintenance on Low Birth Weight: Evidence from the Gary Experiment,Barbara H. Kehrer et Charles M. Wolin (1979),Are consumption taxes really better than income taxes?,Per Krusell et al. (1996),"Estimating the Effect of Unearned Income on Labor Supply, Earnings, Savings, and Consumption: Evidence from a Survey of Lottery Players",Guido W. Imbens et al. (1999)
16,https://openalex.org/W2050105339,1.0,0.041666666666666664,Daniel Patrick Moynihan,https://openalex.org/W1996801592,4,0.06557377049180328,https://openalex.org/W2007013389,109,0.044201135442011354,2,The New Jersey Income Maintenance Experiment,Irwin Garfinkel (1972),Determining Participation in Income-Tested Social Programs,Orley Ashenfelter (1983),Some labor market effects of labor supply responses to transfer programs,David H. Greenberg (1983)
17,https://openalex.org/W1996567072,1.0,0.041666666666666664,Michael C. Keeley,https://openalex.org/W1985345842,3,0.04918032786885246,https://openalex.org/W2151806647,85,0.03446877534468775,2,The Effect of Taxation on Labor Supply: Evaluating the Gary Negative Income Tax Experiment,Gary Burtless et Jerry A. Hausman (1978),"Estimating the Effect of Unearned Income on Labor Supply, Earnings, Savings, and Consumption: Evidence from a Survey of Lottery Players",Guido W. Imbens et al. (1999),"Rawls, the difference principle, and economic inequality",Walter E. Schaller (1998)
18,https://openalex.org/W1597983264,1.0,0.041666666666666664,Robert G. Spiegelman,https://openalex.org/W1964506806,3,0.04918032786885246,https://openalex.org/W2107936065,80,0.032441200324412,2,The Effects on the Labor Supply of Young Nonheads,Richard W. West (1980),Negative Income Tax,Neil J. Salkind et Ron Haskins (1982),An Empirical Model of Labor Supply in a Life-Cycle Setting,Thomas MaCurdy (1981)
19,https://openalex.org/W1966981305,1.0,0.041666666666666664,Rebecca Maynard,https://openalex.org/W2080567374,3,0.04918032786885246,https://openalex.org/W3123391129,77,0.031224655312246552,2,Assessing the Case for Social Experiments,James J. Heckman et Jeffrey A. Smith (1995),The effect of means-tested income support for the elderly on pre-retirement saving: evidence from the SSI program in the U.S.,David Neumark et Elizabeth Powers (1998),LABOR SUPPLY AND NEGATIVE INCOME TAXATION: NEW EVIDENCE FROM THE NEW JERSEY‐PENNSYLVANIA EXPERIMENT,John F. Cogan (1983)
20,https://openalex.org/W1975411855,1.0,0.041666666666666664,Richard J. Murnane,https://openalex.org/W2007013389,3,0.04918032786885246,https://openalex.org/W2044970782,40,0.016220600162206,2,The Case for Randomized Field Trials in Economic and Policy Research,Gary Burtless (1995),The Social Experiment Market,David H. Greenberg et al. (1999),Determining Participation in Income-Tested Social Programs,Orley Ashenfelter (1983)
21,https://openalex.org/W1998040152,1.0,0.041666666666666664,John F. McDonald,https://openalex.org/W1973964938,2,0.03278688524590164,https://openalex.org/W1985345842,25,0.01013787510137875,2,The Economist's Lament: Public Assistance in America,Gary Burtless (1990),"Rawls, the difference principle, and economic inequality",Walter E. Schaller (1998),Sample Attrition and Labor Supply Response in Experimental Panel Data,Philip K. Robins et Richard W. West (1986)
22,https://openalex.org/W4242970117,1.0,0.041666666666666664,Stanley P. Stephenson,https://openalex.org/W1969287087,2,0.03278688524590164,https://openalex.org/W1970742059,16,0.006488240064882401,2,The Changing Role of Social Experiments in Policy Analysis,David H. Greenberg et Philip K. Robins (1986),The changing role of social experiments in policy analysis,David H. Greenberg et Philip K. Robins (1986),Are consumption taxes really better than income taxes?,Per Krusell et al. (1996)
23,https://openalex.org/W2023822810,1.0,0.041666666666666664,O'Connor Jf,https://openalex.org/W2077074363,2,0.03278688524590164,https://openalex.org/W2077074363,16,0.006488240064882401,2,A Reassessment of the Effect of Income Maintenance on Marital Dissolution in the Seattle-Denver Experiment,Michael T. Hannan et Nancy Brandon Tuma (1990),"The False Dawn of Poor-Law Reform: Nixon, Carter, and the Quest for a Guaranteed Income",Alice O’Connor (1998),"The False Dawn of Poor-Law Reform: Nixon, Carter, and the Quest for a Guaranteed Income",Alice O’Connor (1998)
24,https://openalex.org/W2057601716,1.0,0.041666666666666664,Madden Jp,https://openalex.org/W3124743765,1,0.01639344262295082,https://openalex.org/W2080567374,10,0.0040551500405515,2,A Reanalyis of Marital Stability in the Seattle-Denver Income-Maintenance Experiment,Glen G. Cain et Douglas Wissoker (1990),LABOR SUPPLY AND NEGATIVE INCOME TAXATION: NEW EVIDENCE FROM THE NEW JERSEY‐PENNSYLVANIA EXPERIMENT,John F. Cogan (1983),Do Social-Welfare Policies Reduce Poverty? A Cross-National Assessment,Lane Kenworthy (1999)
25,https://openalex.org/W1587444279,1.0,0.041666666666666664,Barbara H. Kehrer,https://openalex.org/W2564545852,1,0.01639344262295082,https://openalex.org/W1996801592,5,0.00202757502027575,2,The Labor-Supply Effects and Costs of Alternative Negative Income Tax Programs,Michael C. Keeley et al. (1978),Some labor market effects of labor supply responses to transfer programs,David H. Greenberg (1983),Arguing for Basic Income: Ethical Foundations for a Radical Reform,Doug Brown (1995)
26,https://openalex.org/W1996421955,3.0,0.10344827586206896,Gary Burtless,https://openalex.org/W1984485824,23,0.18253968253968253,https://openalex.org/W1984485824,585,0.2478813559322034,3,The labor supply curve under income maintenance programs,Giora Hanoch et Marjorie Honig (1978),Labor Supply Response to the Earned Income Tax Credit,Nada Eissa et Jeffrey B. Liebman (1996),Labor Supply Response to the Earned Income Tax Credit,Nada Eissa et Jeffrey B. Liebman (1996)
27,https://openalex.org/W1996567072,3.0,0.10344827586206896,Giora Hanoch,https://openalex.org/W1585794985,17,0.1349206349206349,https://openalex.org/W2022199004,268,0.1135593220338983,3,The Effect of Taxation on Labor Supply: Evaluating the Gary Negative Income Tax Experiment,Gary Burtless et Jerry A. Hausman (1978),"POVERTY, TNEQUALTTY, AND FAMTLY LIVING STANDARDS IMPACTS ACROSS SEVEN NATIONS: THE EFFECT OF NONCASH SUBSIDIES FOR HEALTH, EDUCATION AND HOUSING",Timothy M. Smeeding et al. (1993),Is income security possible in a capitalist economy?,Samuel Bowles (1992)
28,https://openalex.org/W2066344131,2.0,0.06896551724137931,Marjorie Honig,https://openalex.org/W2003118126,15,0.11904761904761904,https://openalex.org/W2003118126,200,0.0847457627118644,3,"Professor Friedman, meet Lady Rhys-Williams: NIT vs. CIT",Jonathan R. Kesselman et Irwin Garfinkel (1978),"Labour supply in Italy: an empirical analysis of joint household decisions, with taxes and quantity constraints",Rolf Aaberge et al. (1999),"Labour supply in Italy: an empirical analysis of joint household decisions, with taxes and quantity constraints",Rolf Aaberge et al. (1999)
29,https://openalex.org/W1963980522,2.0,0.06896551724137931,Jerry A. Hausman,https://openalex.org/W2042417727,12,0.09523809523809523,https://openalex.org/W2151144106,183,0.07754237288135593,3,A problem with the negative income tax,Robert A. Moffitt (1985),Market Socialism: A Case for Rejuvenation,Pranab Bardhan et John E. Roemer (1992),The Design of Income Maintenance Programmes,Timothy Besley et Stephen Coate (1995)
30,https://openalex.org/W2059825689,1.0,0.034482758620689655,Jonathan R. Kesselman,https://openalex.org/W2086109197,11,0.0873015873015873,https://openalex.org/W2042417727,158,0.06694915254237288,3,The estimation of labor supply models using experimental data,Michael C. Keeley et al. (1978),The Design of Income Maintenance Programmes,Timothy Besley et Stephen Coate (1995),Optimal non-linear income taxation for the alleviation of income-poverty,Ravi Kanbur et al. (1994)
31,https://openalex.org/W294349945,1.0,0.034482758620689655,Irwin Garfinkel,https://openalex.org/W2072162605,6,0.047619047619047616,https://openalex.org/W1967361306,125,0.05296610169491525,3,"Labor-Supply Effects of Income, Income-Work, and Wage Subsidies",Jonathan R. Kesselman (1969),An Experimental Examination of Labor Supply and Work Intensities,David L. Dickinson (1999),GUARANTEED MINIMUM INCOME REVISITED: PARADISE LOST OR GUIDING LIGHT?,Peter Saunders (1988)
32,https://openalex.org/W1998040152,1.0,0.034482758620689655,Philip K. Robins,https://openalex.org/W1963980522,5,0.03968253968253968,https://openalex.org/W2110642557,118,0.05,3,The Economist's Lament: Public Assistance in America,Gary Burtless (1990),The Econometrics of Piecewise-Linear Budget Constraints,Robert A. Moffitt (1986),A problem with the negative income tax,Robert A. Moffitt (1985)
33,https://openalex.org/W2086109197,1.0,0.034482758620689655,Robert A. Moffitt,https://openalex.org/W2050272133,4,0.031746031746031744,https://openalex.org/W2050272133,107,0.04533898305084746,3,Optimal non-linear income taxation for the alleviation of income-poverty,Ravi Kanbur et al. (1994),The optimal two-bracket linear income tax,Joel Slemrod et al. (1994),The optimal two-bracket linear income tax,Joel Slemrod et al. (1994)
34,https://openalex.org/W2279741972,1.0,0.034482758620689655,Michael C. Keeley,https://openalex.org/W4211243491,4,0.031746031746031744,https://openalex.org/W2086109197,94,0.03983050847457627,3,Negative Taxes and Monetary Incentives to Work: The Static Theory,Christopher Green (1968),Optimal non-linear income taxation for the alleviation of income-poverty,Ravi Kanbur et al. (1994),Reciprocity and the Guaranteed Income,Karl Widerquist (1998)
35,https://openalex.org/W2036818645,1.0,0.034482758620689655,Robert G. Spiegelman,https://openalex.org/W2065063082,3,0.023809523809523808,https://openalex.org/W2013110036,81,0.034322033898305085,3,"Individual welfare, majority voting, and the properties of a linear income tax",Thomas Römer (1975),The Elasticity of Taxable Income: Evidence and Implications,Jonathan Gruber et Emmanuel Saez (2000),EVALUATING CHANGES IN THE DISTRIBUTION OF CAPITAL WEALTH,James A. Yunker (1994)
36,https://openalex.org/W4256487331,1.0,0.034482758620689655,Richard W. West,https://openalex.org/W2151144106,3,0.023809523809523808,https://openalex.org/W1975578618,77,0.032627118644067796,3,Is a Negative Income Tax Practical?,James Tobin et al. (1967),The choices for Scandinavian social democracy in comparative perspective,Torben Iversen (1998),Market Socialism: A Case for Rejuvenation,Pranab Bardhan et John E. Roemer (1992)
37,https://openalex.org/W1988301953,1.0,0.034482758620689655,Ravi Kanbur,https://openalex.org/W1998040152,3,0.023809523809523808,https://openalex.org/W2060726188,67,0.028389830508474576,3,The reform of social security,Charles Carter et al. (1985),The Marginal Cost of Raising Tax Revenue and Redistributing Income,Sam Allgood et Arthur Snow (1998),The Economist's Lament: Public Assistance in America,Gary Burtless (1990)
38,https://openalex.org/W2498877053,1.0,0.034482758620689655,Michael Keen,https://openalex.org/W2031212907,3,0.023809523809523808,https://openalex.org/W1981715411,49,0.02076271186440678,3,"The economics of “tagging” as applied to the optimal income tax, welfare programs, and manpower planning",George A. Akerlof (1984),Tagging and Taxing: The Optimal Use of Categorical and Income Information in Designing Tax/Transfer Schemes,Rivta Immonen et al. (1998),A positive theory of in-kind transfers and the negative income tax,Allan H. Meltzer et Scott F. Richard (1985)
39,https://openalex.org/W2065063082,1.0,0.034482758620689655,Matti Tuomala,https://openalex.org/W2114759886,2,0.015873015873015872,https://openalex.org/W2049967300,46,0.019491525423728815,3,EVALUATING CHANGES IN THE DISTRIBUTION OF CAPITAL WEALTH,James A. Yunker (1994),Income Inequality in Australia in an International Comparative Perspective,Peter Saunders et Garry Hobbes (1988),Application of The<i>els</i>Model: Optimal Tax Rate and Public Good Proportion,James A. Yunker (1999)
40,https://openalex.org/W2013353294,1.0,0.034482758620689655,Christopher Green,https://openalex.org/W2142963721,2,0.015873015873015872,https://openalex.org/W2031212907,44,0.01864406779661017,3,Income-Tested Transfer Programs--The Case for and against,Harry Watson et Irwin Garfinkel (1984),A positive theory of in-kind transfers and the negative income tax,Allan H. Meltzer et Scott F. Richard (1985),Do Financial Incentives Encourage Welfare Recipients to Work? Evidence from a Randomized Evaluation of the Self-Sufficiency Project,David Card et Philip K. Robins (1996)
41,,,,,https://openalex.org/W416312090,2,1.0,https://openalex.org/W416312090,32,1.0,5,,,The Origins of Social Citizenship in Pre-Apartheid South Africa,Jeremy Seekings (2000),The Origins of Social Citizenship in Pre-Apartheid South Africa,Jeremy Seekings (2000)
