community,tf_idf_term1,tf_idf_term2,tf_idf_term3,discipline,n_discipline,share_discipline,author_most_used,title_most_used_ref,bib_most_used_ref,title_most_cited_UBI,bib_most_cited_UBI,title_most_cited_global,bib_most_cited_global,id_most_used_ref,n_most_used_ref,share_most_used_ref,id_most_cited_UBI,n_most_cited_UBI,share_most_cited_UBI,id_most_cited_global,n_most_cited_global,share_most_cited_global
1,tax,labour supply,public economics action,Public economics,73,0.6033057851239669,Anthony B. Atkinson,Public economics in action: the basic income/flat tax proposal,,Public economics in action: the basic income/flat tax proposal,,Optimal Income Transfer Programs: Intensive versus Extensive Labor Supply Responses,Emmanuel Saez (2002),https://openalex.org/W1489554691,12,0.03614457831325301,https://openalex.org/W1489554691,42,0.07567567567567568,https://openalex.org/W3121920701,626,0.08818143400478941
1,transfer,european country,simulation european country,Market economy,68,0.5619834710743802,Ugo Colombino,On reforming the welfare system,Bernard Fortin et al. (1993),Optimal Income Transfer Programs: Intensive versus Extensive Labor Supply Responses,Emmanuel Saez (2002),The Myth of Ownership,Liam Murphy et Thomas Nagel (2002),https://openalex.org/W1483340052,11,0.03313253012048193,https://openalex.org/W3121920701,34,0.06126126126126126,https://openalex.org/W2489309746,616,0.08677278489928159
1,welfare,tax credit,tax evolution welfare,Labour economics,65,0.5371900826446281,Philippe Van Parijs,Optimal Income Transfer Programs: Intensive versus Extensive Labor Supply Responses,Emmanuel Saez (2002),The Negative Income Tax and the Evolution of U.S. Welfare Policy,Robert A. Moffitt (2003),Using Elasticities to Derive Optimal Income Tax Rates,Emmanuel Saez (2001),https://openalex.org/W3121920701,10,0.030120481927710843,https://openalex.org/W1977591813,28,0.05045045045045045,https://openalex.org/W2265679842,600,0.08451894633046908
1,optimal,political economy,evolution welfare policy,Law,50,0.4132231404958678,Rolf Aaberge,"Professor Friedman, meet Lady Rhys-Williams: NIT vs. CIT",Jonathan R. Kesselman et Irwin Garfinkel (1978),Labor Supply Response to the Earned Income Tax Credit,Nada Eissa et Jeffrey B. Liebman (1996),Labor Supply Response to the Earned Income Tax Credit,Nada Eissa et Jeffrey B. Liebman (1996),https://openalex.org/W2066344131,8,0.024096385542168676,https://openalex.org/W1984485824,23,0.04144144144144144,https://openalex.org/W1984485824,585,0.08240597267220735
1,supply,labor supply,real economic freedom,Microeconomics,43,0.35537190082644626,Steinar Strøm,Labor Supply Response to the Earned Income Tax Credit,Nada Eissa et Jeffrey B. Liebman (1996),Public Economics in Action,Anthony B. Atkinson (1996),Averting the old age crisis,Estelle James (1995),https://openalex.org/W1984485824,7,0.02108433734939759,https://openalex.org/W3147703848,21,0.03783783783783784,https://openalex.org/W2945412681,340,0.04789406958726581
1,economy,tax transfer,reforming welfare system,Mechanical engineering,32,0.2644628099173554,Loek Groot,The Design of Income Maintenance Programmes,Timothy Besley et Stephen Coate (1995),Is income security possible in a capitalist economy?,Samuel Bowles (1992),"The economics of “tagging” as applied to the optimal income tax, welfare programs, and manpower planning",George A. Akerlof (1984),https://openalex.org/W2042417727,7,0.02108433734939759,https://openalex.org/W1585794985,17,0.03063063063063063,https://openalex.org/W2498877053,336,0.047330609945062684
1,reform,simulation european,ethical limit taxation,Macroeconomics,30,0.24793388429752067,Emmanuel Saez,The Trade-Off between Equality and Efficiency,Edgar K. Browning et William R. Johnson (1984),Do more equal slices shrink the cake? An empirical investigation of tax-transfer reform proposals in Italy,Rolf Aaberge et al. (2004),Why the Legal System Is Less Efficient than the Income Tax in Redistributing Income,Louis Kaplow et Steven Shavell (1994),https://openalex.org/W2087275534,7,0.02108433734939759,https://openalex.org/W2027029055,15,0.02702702702702703,https://openalex.org/W1990904714,258,0.03634314692210171
1,model,tax rate,equity efficiency complement,Economic growth,27,0.2231404958677686,John Creedy,"Labour supply in Italy: an empirical analysis of joint household decisions, with taxes and quantity constraints",Rolf Aaberge et al. (1999),"Labour supply in Italy: an empirical analysis of joint household decisions, with taxes and quantity constraints",Rolf Aaberge et al. (1999),The Trade-Off between Equality and Efficiency,Edgar K. Browning et William R. Johnson (1984),https://openalex.org/W2003118126,7,0.02108433734939759,https://openalex.org/W2003118126,15,0.02702702702702703,https://openalex.org/W2087275534,237,0.033384983800535284
1,policy,targeting poverty,targeting social assistance,Finance,21,0.17355371900826447,Irwin Garfinkel,Do more equal slices shrink the cake? An empirical investigation of tax-transfer reform proposals in Italy,Rolf Aaberge et al. (2004),On reforming the welfare system,Bernard Fortin et al. (1993),"Labour supply in Italy: an empirical analysis of joint household decisions, with taxes and quantity constraints",Rolf Aaberge et al. (1999),https://openalex.org/W2027029055,7,0.02108433734939759,https://openalex.org/W1483340052,14,0.025225225225225224,https://openalex.org/W2003118126,200,0.02817298211015636
1,social,economics action,transfer targeting poverty,Mathematical analysis,20,0.1652892561983471,Bernard Fortin,"The economics of “tagging” as applied to the optimal income tax, welfare programs, and manpower planning",George A. Akerlof (1984),Behavioral Economics and the Basic Income Guarantee,Wesley Pech (2010),The Design of Income Maintenance Programmes,Timothy Besley et Stephen Coate (1995),https://openalex.org/W2498877053,6,0.018072289156626505,https://openalex.org/W1996166147,13,0.023423423423423424,https://openalex.org/W2042417727,158,0.022256655867023526
2,freedom,real freedom,unemployment job scarcity,Law,118,0.7421383647798742,Philippe Van Parijs,Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),What is So Special about Our Fellow Countrymen?,Robert E. Goodin (1988),https://openalex.org/W2325247757,39,0.0951219512195122,https://openalex.org/W2325247757,147,0.09551656920077972,https://openalex.org/W2063295979,544,0.11142974190905366
2,real,welfare state,resource egalitarianism limit,Market economy,59,0.3710691823899371,Stuart White,"Liberal Equality, Exploitation, and the Case for an Unconditional Basic Income",Stuart White (1997),Basic Income: A Simple and Powerful Idea for the Twenty-First Century,Philippe Van Parijs (2004),Basic Income: A Simple and Powerful Idea for the Twenty-First Century,Philippe Van Parijs (2004),https://openalex.org/W2017475875,15,0.036585365853658534,https://openalex.org/W2006784025,131,0.08512020792722547,https://openalex.org/W2006784025,270,0.055305202785743544
2,state,unemployment job,cash violates neutrality,Law and economics,53,0.3333333333333333,Loek Groot,Arguing for Basic Income: Ethical Foundations for a Radical Reform,Philippe Van Parijs (1992),The Case for a Participation Income,Anthony B. Atkinson (1996),Cultural Categories and the American Welfare State: The Case of Guaranteed Income Policy,Brian Steensland (2006),https://openalex.org/W2168139370,15,0.036585365853658534,https://openalex.org/W1980797821,94,0.06107862248213125,https://openalex.org/W2037720969,229,0.046907005325686195
2,welfare,job scarcity,limit social solidarity,Public economics,41,0.2578616352201258,Anthony B. Atkinson,Real Freedom and Basic Income,Brian Barry (1996),Arguing for Basic Income: Ethical Foundations for a Radical Reform,Philippe Van Parijs (1992),Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),https://openalex.org/W2005214261,13,0.03170731707317073,https://openalex.org/W2168139370,91,0.05912930474333983,https://openalex.org/W2325247757,200,0.04096681687832855
2,justice,social citizenship,independent value freedom,Labour economics,37,0.23270440251572327,Ingrid Robeyns,Real freedom for all,Philippe Van Parijs (1995),Democratizing Citizenship: Some Advantages of a Basic Income,Carole Pateman (2004),The Case for a Participation Income,Anthony B. Atkinson (1996),https://openalex.org/W1676072121,12,0.02926829268292683,https://openalex.org/W2150200080,63,0.04093567251461988,https://openalex.org/W1980797821,193,0.039532978287587055
