community,tf_idf_term1,tf_idf_term2,tf_idf_term3,discipline,n_discipline,share_discipline,author_most_used,title_most_used_ref,bib_most_used_ref,title_most_cited_UBI,bib_most_cited_UBI,title_most_cited_global,bib_most_cited_global,id_most_used_ref,n_most_used_ref,share_most_used_ref,id_most_cited_UBI,n_most_cited_UBI,share_most_cited_UBI,id_most_cited_global,n_most_cited_global,share_most_cited_global
1,social,welfare state,poverty south africa,Economics,776,0.8471615720524017,Philippe Van Parijs,Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),"The General Theory of Employment, Interest and Money, <i>by John Maynard Keynes</i>",John Maynard Keynes (1936),https://openalex.org/W2325247757,108,0.030725462304409673,https://openalex.org/W2325247757,147,0.03847160429207014,https://openalex.org/W2013860961,3492,0.0844334832438706
1,freedom,south africa,real freedom capitalism,Political science,644,0.7030567685589519,Karl Widerquist,Basic Income: A Simple and Powerful Idea for the Twenty-First Century,Philippe Van Parijs (2004),Basic Income: A Simple and Powerful Idea for the Twenty-First Century,Philippe Van Parijs (2004),Capitalism and Freedom,Milton Friedman (1962),https://openalex.org/W2006784025,65,0.01849217638691323,https://openalex.org/W2006784025,131,0.03428421879089243,https://openalex.org/W1559924327,3184,0.07698631461869529
1,justice,real freedom,grant south africa,Sociology,418,0.45633187772925765,Jürgen De Wispelaere,Arguing for Basic Income: Ethical Foundations for a Radical Reform,Philippe Van Parijs (1992),The Case for a Participation Income,Anthony B. Atkinson (1996),What Is the Point of Equality?,Elizabeth Anderson (1999),https://openalex.org/W2168139370,55,0.015647226173541962,https://openalex.org/W1980797821,94,0.024600889819419,https://openalex.org/W2061596374,2372,0.057352870061414964
1,work,job guarantee,conditional cash transfer,Computer science,235,0.25655021834061137,Stuart White,Democratizing Citizenship: Some Advantages of a Basic Income,Carole Pateman (2004),Arguing for Basic Income: Ethical Foundations for a Radical Reform,Philippe Van Parijs (1992),On the Currency of Egalitarian Justice,G. A. Cohen (1989),https://openalex.org/W2150200080,49,0.013940256045519203,https://openalex.org/W2168139370,91,0.02381575503794818,https://openalex.org/W1970380565,2232,0.05396779341360801
1,welfare,full employment,welfare state perspective,Philosophy,215,0.23471615720524017,Guy Standing,The Case for a Participation Income,Anthony B. Atkinson (1996),Democratizing Citizenship: Some Advantages of a Basic Income,Carole Pateman (2004),Trust and Antitrust,Annette C. Baier (1986),https://openalex.org/W1980797821,46,0.013086770981507824,https://openalex.org/W2150200080,63,0.0164878304108872,https://openalex.org/W2058583438,1908,0.0461337588858262
1,state,right work,social security future,Engineering,170,0.185589519650655,Anthony B. Atkinson,"Liberal Equality, Exploitation, and the Case for an Unconditional Basic Income",Stuart White (1997),"Independence, Propertylessness, and Basic Income",Karl Widerquist (2013),From Servitude to Service Work: Historical Continuities in the Racial Division of Paid Reproductive Labor,Evelyn Nakano Glenn (1992),https://openalex.org/W2017475875,42,0.011948790896159318,https://openalex.org/W2484862404,55,0.014394137660298352,https://openalex.org/W2011978323,1039,0.02512210455051018
1,policy,social security,full employment social,Mathematics,166,0.1812227074235808,Simon Birnbaum,"Independence, Propertylessness, and Basic Income",Karl Widerquist (2013),Why Surfers Should Be Fed: The Liberal Case for an Unconditional Basic Income,Philippe Van Parijs (2017),"AI4People—An Ethical Framework for a Good AI Society: Opportunities, Risks, Principles, and Recommendations",Luciano Floridi et al. (2018),https://openalex.org/W2484862404,37,0.010526315789473684,https://openalex.org/W1921013935,50,0.01308557969118032,https://openalex.org/W2902634493,1014,0.02451762657768751
1,case,social justice,reform south africa,Business,145,0.15829694323144106,Yannick Vanderborght,Why Surfers Should Be Fed: The Liberal Case for an Unconditional Basic Income,Philippe Van Parijs (2017),A capitalist road to communism,Robert J. van der Veen et Philippe Van Parijs (1986),A Genealogy of Dependency: Tracing a Keyword of the U.S. Welfare State,Nancy Fraser et Linda Gordon (1994),https://openalex.org/W1921013935,34,0.009672830725462305,https://openalex.org/W2112303931,48,0.012562156503533107,https://openalex.org/W2036887564,954,0.0230668794429131
1,right,distributive justice,justice individual ethic,Psychology,85,0.0927947598253275,Carole Pateman,A capitalist road to communism,Robert J. van der Veen et Philippe Van Parijs (1986),"Liberal Equality, Exploitation, and the Case for an Unconditional Basic Income",Stuart White (1997),The Theory of Wages.,G. F. Shove et John Hicks (1933),https://openalex.org/W2112303931,33,0.009388335704125178,https://openalex.org/W2017475875,46,0.012038733315885893,https://openalex.org/W2798213597,653,0.01578896465012815
1,guarantee,social policy,efficiency argument guaranteed,Biology,80,0.08733624454148471,Robert J. van der Veen,Basic Income: The Material Conditions of Freedom,Daniel Raventós (2007),Beyond the new paternalism: basic security as equality,,The Uses of Neoliberalism,James Ferguson (2010),https://openalex.org/W599290948,32,0.009103840682788052,https://openalex.org/W77078688,44,0.011515310128238681,https://openalex.org/W2027265724,650,0.01571642729338943
