,id_most_used_ref,n_most_used_ref,share_most_used_ref,author_most_used,id_most_cited_UBI,n_most_cited_UBI,share_most_cited_UBI,id_most_cited_global,n_most_cited_global,share_most_cited_global,community,title_most_used_ref,bib_most_used_ref,title_most_cited_global,bib_most_cited_global,title_most_cited_UBI,bib_most_cited_UBI
0,https://openalex.org/W4238417458,17,0.023809523809523808,Philippe Van Parijs,https://openalex.org/W2073244119,38,0.09178743961352658,https://openalex.org/W2902634493,1014,0.35135135135135137,1,Basic Income Reconsidered,Simon Birnbaum (2012),"AI4People—An Ethical Framework for a Good AI Society: Opportunities, Risks, Principles, and Recommendations",Luciano Floridi et al. (2018),How Cash Transfers Promote the Case for Basic Income,Guy Standing (2008)
1,https://openalex.org/W2325247757,16,0.022408963585434174,Jürgen De Wispelaere,https://openalex.org/W1591881116,33,0.07971014492753623,https://openalex.org/W2902411700,219,0.07588357588357589,1,Real Freedom for All: What (If Anything) can Justify Capitalism?,Philippe Van Parijs (1996),Equity and sustainability in the Anthropocene: a social–ecological systems perspective on their intertwined futures,Melissa Leach et al. (2018),The Struggle for Strategy: On the Politics of the Basic Income Proposal,Jürgen De Wispelaere (2015)
2,https://openalex.org/W2006784025,16,0.022408963585434174,Yannick Vanderborght,https://openalex.org/W2508018842,19,0.04589371980676329,https://openalex.org/W2106989072,162,0.056133056133056136,1,Basic Income: A Simple and Powerful Idea for the Twenty-First Century,Philippe Van Parijs (2004),Creative Economy and Labor Precarity,Greig de Peuter (2011),Basic Income in the Capitalist Economy: The Mirage of “Exit” from Employment,Simon Birnbaum et Jürgen De Wispelaere (2016)
3,https://openalex.org/W2168139370,15,0.02100840336134454,Lindsay Stirton,https://openalex.org/W1778294656,17,0.04106280193236715,https://openalex.org/W2518945008,130,0.04504504504504504,1,Arguing for Basic Income: Ethical Foundations for a Radical Reform,Philippe Van Parijs (1992),Technological unemployment: Educating for the fourth industrial revolution,Michael A. Peters (2016),The Politics of Unconditional Basic Income: Bringing Bureaucracy Back In,Jürgen De Wispelaere et Lindsay Stirton (2012)
4,https://openalex.org/W4249308963,14,0.0196078431372549,Simon Birnbaum,https://openalex.org/W3080667430,15,0.036231884057971016,https://openalex.org/W2073244119,129,0.0446985446985447,1,Basic Income,Philippe Van Parijs et Yannick Vanderborght (2017),How Cash Transfers Promote the Case for Basic Income,Guy Standing (2008),Universal Basic Income as a Policy Response to COVID-19 and Precarious Employment: Potential Impacts on Rehabilitation and Return-to-Work,Christian Ståhl et Ellen MacEachen (2020)
5,https://openalex.org/W1562268590,12,0.01680672268907563,Karl Widerquist,https://openalex.org/W1574707994,14,0.033816425120772944,https://openalex.org/W3038472768,111,0.038461538461538464,1,Basic income. An anthology of contemporary research.,Yannick Vanderborght (2013),A sociology of Covid-19,Steve Matthewman et Kate Huppatz (2020),A disarmingly simple idea? Practical bottlenecks in the implementation of a universal basic income,Jürgen De Wispelaere et Lindsay Stirton (2012)
6,https://openalex.org/W2016276511,11,0.015406162464985995,Guy Standing,https://openalex.org/W2976204298,13,0.03140096618357488,https://openalex.org/W2016299465,94,0.03257103257103257,1,The Many Faces of Universal Basic Income,Jürgen De Wispelaere et Lindsay Stirton (2004),"Socioeconomic Status, Income Inequality, and Health Complaints: A Basic Psychological Needs Perspective",Stefano Di Domenico et Marc A. Fournier (2014),"Framing Basic Income: Comparing Media Framing of Basic Income in Canada, Finland, and Spain",Johanna Perkiö et al. (2019)
7,https://openalex.org/W1980797821,10,0.014005602240896359,Erik Olín Wright,https://openalex.org/W2176655381,13,0.03140096618357488,https://openalex.org/W2127881275,68,0.02356202356202356,1,The Case for a Participation Income,Anthony B. Atkinson (1996),Welfare and the unemployment crisis: Sweden in the 1990s,Åke Bergmark et Joakim Palme (2003),Republicanism and the political economy of democracy,David Casassas et Jürgen De Wispelaere (2015)
8,https://openalex.org/W77078688,10,0.014005602240896359,Stuart White,https://openalex.org/W2141717182,11,0.026570048309178744,https://openalex.org/W2785792178,51,0.017671517671517672,1,Beyond the new paternalism: basic security as equality,,"The case for welfare state universalism, or the lasting relevance of the paradox of redistribution",Olivier Jacques et Alain Noël (2018),"Should surfers be ostracized? Basic income, liberal neutrality, and the work ethos",Simon Birnbaum (2011)
9,https://openalex.org/W2484862404,10,0.014005602240896359,Anthony B. Atkinson,https://openalex.org/W2953905399,11,0.026570048309178744,https://openalex.org/W2060269618,47,0.016285516285516284,1,"Independence, Propertylessness, and Basic Income",Karl Widerquist (2013),The Universal Welfare State: Theory and the Case of Sweden,Andreas Bergh (2004),Radical transformation or technological intervention? Two paths for universal basic income,E. Fouksman et Elise Klein (2019)
